"exp","wks","bluecol","ind","south","smsa","married","sex","union","ed","black","lwage","id","time"
21,50,"no",0,"yes","yes","yes","male","no",12,"no",6.82979,"377","1"
22,50,"no",0,"yes","yes","yes","male","no",12,"no",6.90575,"377","2"
23,49,"no",0,"yes","yes","yes","male","no",12,"no",6.90776,"377","3"
24,50,"no",0,"yes","yes","yes","male","no",12,"no",7.04752,"377","4"
25,52,"no",0,"yes","yes","yes","male","no",12,"no",7.20786,"377","5"
26,50,"no",0,"yes","yes","yes","male","no",12,"no",6.94986,"377","6"
27,50,"no",0,"yes","yes","yes","male","no",12,"no",7.40853,"377","7"
3,50,"no",1,"no","yes","yes","male","no",15,"no",6.49224,"378","1"
4,49,"no",1,"no","no","yes","male","no",15,"no",6.65929,"378","2"
5,52,"no",1,"no","no","yes","male","no",15,"no",6.65673,"378","3"
6,50,"no",0,"no","no","yes","male","no",15,"no",6.80239,"378","4"
7,50,"no",1,"no","no","yes","male","no",15,"no",7.08171,"378","5"
8,50,"no",1,"no","no","yes","male","no",15,"no",7.15929,"378","6"
9,48,"no",1,"no","no","yes","male","no",15,"no",7.2724,"378","7"
22,49,"yes",1,"yes","yes","yes","male","no",7,"no",6.49224,"379","1"
23,48,"yes",1,"yes","yes","yes","male","no",7,"no",6.54391,"379","2"
24,49,"yes",1,"yes","yes","yes","male","no",7,"no",6.50728,"379","3"
25,50,"yes",1,"yes","yes","yes","male","no",7,"no",6.71538,"379","4"
26,49,"yes",1,"yes","yes","yes","male","no",7,"no",6.73934,"379","5"
27,50,"yes",1,"yes","yes","yes","male","no",7,"no",6.89264,"379","6"
28,49,"yes",1,"yes","yes","yes","male","no",7,"no",6.95177,"379","7"
30,52,"yes",1,"yes","yes","yes","male","yes",10,"no",6.36303,"380","1"
31,50,"yes",1,"yes","yes","yes","male","yes",10,"no",6.40523,"380","2"
32,50,"yes",1,"yes","yes","yes","male","yes",10,"no",6.41346,"380","3"
33,50,"yes",1,"yes","yes","yes","male","yes",10,"no",6.42162,"380","4"
34,49,"yes",1,"yes","yes","yes","male","yes",10,"no",6.43775,"380","5"
35,48,"yes",0,"yes","yes","yes","male","yes",10,"no",6.62007,"380","6"
36,48,"yes",0,"yes","yes","yes","male","yes",10,"no",6.68461,"380","7"
26,48,"yes",1,"no","yes","yes","male","yes",11,"no",6.37161,"381","1"
27,48,"yes",1,"no","yes","yes","male","yes",11,"no",6.41673,"381","2"
28,48,"yes",1,"no","yes","yes","male","yes",11,"no",6.39693,"381","3"
29,45,"yes",1,"no","yes","yes","male","yes",11,"no",6.55108,"381","4"
30,47,"yes",1,"no","yes","yes","male","yes",11,"no",6.90776,"381","5"
31,48,"yes",1,"no","yes","yes","male","yes",11,"no",6.80239,"381","6"
32,47,"yes",1,"no","yes","yes","male","yes",11,"no",6.90776,"381","7"
20,49,"yes",0,"no","yes","yes","male","yes",12,"yes",6.43775,"382","1"
21,49,"yes",0,"no","yes","yes","male","yes",12,"yes",6.43775,"382","2"
22,49,"yes",0,"no","yes","yes","male","yes",12,"yes",6.33683,"382","3"
23,49,"yes",0,"no","yes","yes","male","yes",12,"yes",6.37673,"382","4"
24,50,"yes",0,"no","yes","yes","male","yes",12,"yes",6.39359,"382","5"
25,50,"yes",0,"no","yes","yes","male","yes",12,"yes",6.71538,"382","6"
26,51,"yes",0,"no","yes","yes","male","yes",12,"yes",6.54391,"382","7"
29,43,"yes",0,"no","yes","no","male","yes",12,"yes",6.80239,"383","1"
30,42,"yes",0,"no","yes","yes","male","yes",12,"yes",6.90575,"383","2"
31,46,"yes",0,"no","yes","yes","male","yes",12,"yes",6.96602,"383","3"
32,45,"yes",0,"no","yes","yes","male","yes",12,"yes",6.95655,"383","4"
33,46,"yes",0,"no","yes","yes","male","yes",12,"yes",7.09008,"383","5"
34,41,"yes",0,"no","yes","yes","male","yes",12,"yes",7.1309,"383","6"
35,43,"yes",0,"no","yes","yes","male","yes",12,"yes",6.9613,"383","7"
27,51,"no",0,"no","yes","yes","male","yes",12,"no",5.78383,"384","1"
28,49,"no",0,"no","yes","yes","male","yes",12,"no",6.12249,"384","2"
29,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.10925,"384","3"
30,50,"no",0,"no","yes","yes","male","yes",12,"no",6.10925,"384","4"
31,45,"yes",0,"no","yes","yes","male","yes",12,"no",6.16331,"384","5"
32,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.19236,"384","6"
33,49,"yes",0,"no","yes","yes","male","yes",12,"no",6.49677,"384","7"
10,47,"yes",0,"no","yes","yes","male","yes",12,"no",6.60665,"385","1"
11,52,"yes",0,"no","yes","yes","male","yes",12,"no",6.7334,"385","2"
12,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.79122,"385","3"
13,49,"no",0,"no","yes","yes","male","yes",12,"no",6.84588,"385","4"
14,51,"yes",0,"no","yes","yes","male","yes",12,"no",6.95559,"385","5"
15,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.12287,"385","6"
16,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.16549,"385","7"
17,49,"no",0,"yes","yes","yes","male","no",14,"no",6.90575,"386","1"
18,49,"no",0,"yes","yes","yes","male","no",14,"no",6.90575,"386","2"
19,49,"no",0,"yes","yes","yes","male","no",14,"no",7.26193,"386","3"
20,49,"no",0,"yes","yes","yes","male","no",14,"no",7.27932,"386","4"
21,50,"no",0,"yes","yes","yes","male","no",14,"no",7.39326,"386","5"
22,49,"no",0,"yes","yes","yes","male","no",14,"no",7.35947,"386","6"
23,49,"no",0,"yes","no","yes","male","no",14,"no",7.86327,"386","7"
6,46,"yes",1,"yes","yes","yes","male","no",17,"no",6.56526,"387","1"
7,49,"yes",1,"yes","yes","yes","male","no",17,"no",6.55108,"387","2"
8,52,"yes",1,"yes","yes","yes","male","no",17,"no",6.63332,"387","3"
9,49,"yes",1,"yes","yes","yes","male","no",17,"no",6.61607,"387","4"
10,49,"yes",1,"yes","yes","yes","male","no",17,"no",6.80461,"387","5"
11,50,"yes",1,"yes","yes","yes","male","no",17,"no",6.90776,"387","6"
12,51,"yes",1,"yes","yes","yes","male","no",17,"no",7.18539,"387","7"
34,44,"no",0,"yes","yes","yes","male","no",14,"no",6.80239,"388","1"
35,45,"no",0,"yes","yes","yes","male","no",14,"no",6.90575,"388","2"
36,44,"no",0,"yes","yes","yes","male","no",14,"no",7.09008,"388","3"
37,46,"no",0,"yes","yes","yes","male","no",14,"no",7.1309,"388","4"
38,45,"no",0,"yes","yes","yes","male","no",14,"no",7.24423,"388","5"
39,43,"no",0,"yes","yes","yes","male","no",14,"no",7.31322,"388","6"
40,43,"no",0,"yes","yes","yes","male","no",14,"no",7.31322,"388","7"
21,39,"yes",0,"yes","yes","yes","male","yes",14,"no",6.90575,"389","1"
22,52,"yes",0,"no","yes","yes","male","yes",14,"no",6.90575,"389","2"
23,52,"yes",0,"no","yes","no","male","yes",14,"no",7.11151,"389","3"
24,48,"yes",0,"no","yes","no","male","yes",14,"no",7.2717,"389","4"
25,52,"yes",0,"no","yes","no","male","yes",14,"no",7.33889,"389","5"
26,50,"yes",0,"no","yes","no","male","yes",14,"no",7.34601,"389","6"
27,50,"yes",0,"no","yes","no","male","yes",14,"no",7.59287,"389","7"
30,48,"yes",0,"yes","yes","yes","male","no",11,"no",6.74759,"390","1"
31,47,"yes",0,"yes","yes","yes","male","no",11,"no",6.84268,"390","2"
32,46,"yes",0,"yes","yes","yes","male","no",11,"no",6.93731,"390","3"
33,47,"yes",0,"yes","yes","yes","male","no",11,"no",7.03878,"390","4"
34,47,"yes",0,"yes","yes","yes","male","no",11,"no",7.1309,"390","5"
35,47,"yes",0,"yes","yes","yes","male","no",11,"no",7.22621,"390","6"
36,46,"yes",0,"yes","yes","yes","male","no",11,"no",7.32317,"390","7"
35,52,"yes",1,"yes","yes","yes","male","yes",9,"no",6.29527,"391","1"
36,51,"yes",1,"yes","yes","yes","male","yes",9,"no",6.45047,"391","2"
37,51,"no",1,"yes","yes","yes","male","no",9,"no",6.39192,"391","3"
38,48,"no",1,"yes","yes","yes","male","no",9,"no",6.57786,"391","4"
39,48,"no",1,"yes","yes","yes","male","no",9,"no",6.56103,"391","5"
40,48,"no",1,"yes","no","yes","male","no",9,"no",6.59715,"391","6"
41,47,"no",1,"yes","no","yes","male","no",9,"no",6.65673,"391","7"
17,48,"no",0,"yes","yes","yes","male","no",16,"no",6.35957,"392","1"
18,50,"no",0,"yes","yes","yes","male","no",16,"no",6.39693,"392","2"
19,50,"no",0,"yes","yes","yes","male","no",16,"no",6.47697,"392","3"
20,49,"no",0,"yes","yes","yes","male","no",16,"no",6.08677,"392","4"
21,45,"no",0,"yes","yes","yes","male","no",16,"no",6.65929,"392","5"
22,51,"no",0,"yes","yes","yes","male","no",16,"no",6.79122,"392","6"
23,25,"no",0,"yes","yes","yes","male","no",16,"no",6.84055,"392","7"
15,48,"yes",1,"no","no","yes","male","yes",12,"no",6.44413,"393","1"
16,44,"yes",1,"no","no","yes","male","yes",12,"no",6.56808,"393","2"
17,48,"yes",1,"no","no","yes","male","yes",12,"no",6.63463,"393","3"
18,46,"yes",1,"no","no","yes","male","yes",12,"no",6.7334,"393","4"
19,48,"yes",1,"no","no","yes","male","yes",12,"no",6.83411,"393","5"
20,48,"yes",1,"no","no","yes","male","yes",12,"no",6.93537,"393","6"
21,46,"yes",1,"no","no","yes","male","yes",12,"no",7.01661,"393","7"
3,49,"yes",0,"yes","no","yes","male","no",12,"yes",6.21461,"394","1"
4,50,"yes",0,"yes","no","yes","male","no",12,"yes",6.21461,"394","2"
5,50,"yes",0,"yes","no","yes","male","no",12,"yes",6.41346,"394","3"
6,50,"yes",0,"yes","no","yes","male","no",12,"yes",6.50728,"394","4"
7,50,"yes",0,"yes","no","yes","male","no",12,"yes",6.69703,"394","5"
8,50,"yes",0,"yes","no","yes","male","no",12,"yes",6.69703,"394","6"
9,50,"yes",0,"yes","no","yes","male","no",12,"yes",6.77422,"394","7"
32,48,"yes",1,"no","no","yes","male","yes",7,"no",6.05912,"395","1"
33,49,"yes",1,"no","no","yes","male","yes",7,"no",6.11147,"395","2"
34,31,"yes",1,"no","no","yes","male","yes",7,"no",6.27288,"395","3"
35,48,"yes",1,"no","no","yes","male","yes",7,"no",6.31173,"395","4"
36,44,"yes",1,"no","no","yes","male","yes",7,"no",6.41836,"395","5"
37,45,"yes",1,"no","no","yes","male","yes",7,"no",6.57925,"395","6"
38,50,"yes",1,"no","no","yes","male","yes",7,"no",6.66058,"395","7"
10,45,"yes",1,"no","no","yes","male","no",12,"no",6.05209,"396","1"
11,47,"yes",1,"no","no","yes","male","no",12,"no",6.10925,"396","2"
12,48,"yes",1,"no","no","no","male","no",12,"no",6.21461,"396","3"
13,49,"yes",1,"no","no","no","male","no",12,"no",6.30992,"396","4"
14,45,"yes",0,"no","no","no","male","no",12,"no",6.55108,"396","5"
15,50,"yes",0,"no","no","yes","male","no",12,"no",6.55108,"396","6"
16,52,"yes",0,"no","no","yes","male","no",12,"no",6.62007,"396","7"
3,49,"no",0,"yes","yes","no","male","no",17,"no",6.77992,"397","1"
4,51,"no",0,"yes","yes","no","male","no",17,"no",6.86693,"397","2"
5,50,"no",0,"yes","yes","no","male","no",17,"no",6.8977,"397","3"
6,50,"no",0,"yes","yes","yes","male","no",17,"no",6.96885,"397","4"
7,50,"no",0,"yes","yes","yes","male","no",17,"no",7.05876,"397","5"
8,51,"no",0,"yes","yes","yes","male","no",17,"no",7.1309,"397","6"
9,49,"no",0,"yes","yes","yes","male","no",17,"no",6.98472,"397","7"
13,49,"no",1,"no","yes","yes","male","no",16,"no",6.53669,"398","1"
14,48,"no",1,"no","yes","yes","male","no",16,"no",6.65929,"398","2"
15,49,"no",1,"no","yes","yes","male","no",16,"no",6.79122,"398","3"
16,46,"no",1,"no","yes","yes","male","no",16,"no",6.88755,"398","4"
17,47,"no",1,"no","yes","yes","male","no",16,"no",6.98472,"398","5"
18,48,"no",1,"no","yes","yes","male","no",16,"no",7.09008,"398","6"
19,47,"no",1,"no","yes","yes","male","no",16,"no",7.24423,"398","7"
31,42,"yes",1,"no","yes","yes","male","yes",6,"yes",6.38012,"399","1"
32,48,"yes",1,"no","yes","yes","male","yes",6,"yes",6.46147,"399","2"
33,48,"yes",1,"no","yes","yes","male","yes",6,"yes",6.54822,"399","3"
34,47,"yes",1,"no","yes","yes","male","yes",6,"yes",6.6733,"399","4"
35,47,"yes",1,"no","yes","yes","male","yes",6,"yes",6.77194,"399","5"
36,39,"yes",1,"no","yes","yes","male","yes",6,"yes",6.89467,"399","6"
37,47,"yes",1,"no","yes","yes","male","yes",6,"yes",6.95655,"399","7"
13,28,"yes",1,"no","yes","yes","male","yes",10,"no",6.50877,"400","1"
14,50,"yes",1,"no","yes","yes","male","yes",10,"no",6.60259,"400","2"
15,48,"yes",1,"no","yes","yes","male","yes",10,"no",6.69332,"400","3"
16,49,"yes",1,"no","yes","yes","male","yes",10,"no",6.75344,"400","4"
17,46,"yes",1,"no","yes","yes","male","yes",10,"no",6.80128,"400","5"
18,33,"no",0,"no","yes","yes","male","yes",10,"no",6.95559,"400","6"
19,51,"yes",1,"no","yes","yes","male","yes",10,"no",7.03351,"400","7"
7,49,"yes",0,"no","yes","no","male","yes",12,"no",6.58617,"401","1"
8,42,"yes",0,"no","yes","no","male","yes",12,"no",6.68586,"401","2"
9,28,"yes",0,"no","yes","no","male","no",12,"no",6.78559,"401","3"
10,38,"yes",0,"no","yes","no","male","yes",12,"no",6.7334,"401","4"
11,48,"no",1,"no","yes","no","male","no",12,"no",7.6009,"401","5"
12,39,"yes",0,"no","yes","yes","male","no",12,"no",7.18311,"401","6"
13,44,"no",0,"no","yes","yes","male","no",12,"no",7.49554,"401","7"
16,50,"no",0,"no","yes","yes","male","no",16,"no",6.90575,"402","1"
17,48,"no",0,"no","yes","yes","male","no",16,"no",6.90575,"402","2"
18,51,"no",0,"no","yes","yes","male","no",16,"no",6.90776,"402","3"
19,50,"no",0,"no","yes","yes","male","no",16,"no",7.1309,"402","4"
20,49,"no",0,"no","yes","yes","male","no",16,"no",7.20786,"402","5"
21,52,"no",0,"no","yes","yes","male","no",16,"no",7.44659,"402","6"
22,51,"no",0,"no","yes","yes","male","no",16,"no",7.46737,"402","7"
21,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.90575,"403","1"
22,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.90575,"403","2"
23,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.16627,"403","3"
24,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.1309,"403","4"
25,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.37776,"403","5"
26,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.40853,"403","6"
27,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.47591,"403","7"
15,50,"yes",1,"no","yes","yes","male","yes",12,"no",6.55108,"404","1"
16,50,"yes",1,"no","yes","yes","male","yes",12,"no",6.68461,"404","2"
17,46,"yes",1,"no","yes","yes","male","yes",12,"no",6.80239,"404","3"
18,41,"yes",1,"no","yes","yes","male","yes",12,"no",6.82437,"404","4"
19,49,"yes",1,"no","yes","yes","male","yes",12,"no",6.93245,"404","5"
20,49,"yes",1,"no","yes","yes","male","yes",12,"no",7.00307,"404","6"
21,49,"yes",1,"no","yes","yes","male","yes",12,"no",7.05186,"404","7"
5,48,"no",0,"yes","yes","yes","male","no",16,"no",6.90575,"405","1"
6,49,"no",0,"yes","yes","yes","male","no",16,"no",6.90575,"405","2"
7,49,"no",0,"yes","yes","yes","male","no",16,"no",7.1309,"405","3"
8,48,"no",0,"yes","yes","yes","male","no",16,"no",7.24423,"405","4"
9,48,"no",0,"yes","yes","yes","male","no",16,"no",7.46737,"405","5"
10,47,"no",0,"yes","yes","yes","male","no",16,"no",7.45008,"405","6"
11,47,"no",0,"yes","yes","yes","male","no",16,"no",7.64969,"405","7"
3,48,"yes",1,"no","no","yes","male","yes",13,"no",6.39693,"406","1"
4,43,"yes",1,"no","yes","yes","male","yes",13,"no",6.48004,"406","2"
5,48,"yes",1,"no","yes","yes","male","yes",13,"no",6.54965,"406","3"
6,47,"yes",1,"no","yes","yes","male","yes",13,"no",6.65415,"406","4"
7,44,"yes",1,"no","yes","yes","male","yes",13,"no",6.68461,"406","5"
8,46,"yes",1,"no","yes","yes","male","yes",13,"no",6.82979,"406","6"
9,48,"yes",1,"no","yes","yes","male","yes",13,"no",6.97541,"406","7"
25,52,"no",0,"no","yes","yes","male","no",17,"no",6.80239,"407","1"
26,44,"no",0,"no","yes","yes","male","no",17,"no",6.90575,"407","2"
27,46,"no",0,"no","yes","yes","male","no",17,"no",7.09506,"407","3"
28,46,"no",0,"no","yes","yes","male","no",17,"no",7.18007,"407","4"
29,45,"no",0,"no","yes","yes","male","no",17,"no",7.27932,"407","5"
30,46,"no",0,"no","yes","yes","male","no",17,"no",7.34601,"407","6"
31,47,"no",0,"no","yes","yes","male","no",17,"no",7.46737,"407","7"
4,42,"no",0,"yes","no","no","female","no",16,"no",6.12249,"408","1"
5,50,"no",0,"yes","no","no","female","no",16,"no",6.14847,"408","2"
6,37,"no",0,"yes","no","no","female","no",16,"no",6.20658,"408","3"
7,38,"no",0,"yes","no","no","female","no",16,"no",6.30992,"408","4"
8,38,"no",0,"yes","no","no","female","no",16,"no",6.58341,"408","5"
9,42,"no",0,"yes","no","no","female","no",16,"no",6.58617,"408","6"
10,40,"no",0,"yes","no","no","female","no",16,"no",6.62672,"408","7"
40,50,"yes",1,"no","yes","yes","male","yes",10,"no",6.38856,"409","1"
41,50,"yes",1,"no","yes","yes","male","yes",10,"no",6.43775,"409","2"
42,49,"yes",1,"no","yes","yes","male","yes",10,"no",6.47697,"409","3"
43,50,"yes",1,"no","yes","yes","male","yes",10,"no",6.56386,"409","4"
44,52,"yes",0,"no","yes","yes","male","no",10,"no",6.44572,"409","5"
45,50,"yes",0,"no","yes","yes","male","no",10,"no",6.88244,"409","6"
46,51,"yes",0,"no","yes","yes","male","no",10,"no",6.96602,"409","7"
20,22,"yes",0,"no","no","no","female","no",12,"no",5.59842,"410","1"
21,44,"yes",0,"no","no","no","female","no",12,"no",5.70378,"410","2"
22,52,"yes",0,"no","no","no","female","no",12,"no",5.82895,"410","3"
23,52,"yes",0,"no","no","no","female","no",12,"no",6.05209,"410","4"
24,50,"yes",0,"no","no","no","female","no",12,"no",6.10925,"410","5"
25,44,"yes",0,"no","no","no","female","no",12,"no",6.16331,"410","6"
26,48,"yes",0,"no","no","no","female","no",12,"no",6.39693,"410","7"
5,51,"yes",1,"no","no","yes","male","no",16,"no",6.02102,"411","1"
6,47,"yes",1,"no","no","yes","male","no",16,"no",6.17379,"411","2"
7,46,"no",1,"no","no","yes","male","no",16,"no",6.30992,"411","3"
8,49,"no",1,"no","no","yes","male","no",16,"no",6.57925,"411","4"
9,48,"yes",1,"no","no","yes","male","no",16,"no",6.65673,"411","5"
10,48,"yes",1,"no","no","yes","male","no",16,"no",6.65028,"411","6"
11,47,"yes",1,"no","no","yes","male","no",16,"no",6.9256,"411","7"
1,50,"no",0,"no","yes","yes","male","no",16,"no",6.37161,"412","1"
2,49,"no",0,"no","yes","yes","male","no",16,"no",6.72143,"412","2"
3,49,"no",0,"no","yes","yes","male","no",16,"no",6.75344,"412","3"
4,48,"no",0,"no","yes","no","male","no",16,"no",7.24423,"412","4"
5,43,"no",0,"no","yes","no","male","no",16,"no",7.24423,"412","5"
6,50,"no",0,"no","yes","no","male","no",16,"no",7.1107,"412","6"
7,47,"no",0,"no","yes","no","male","no",16,"no",7.31322,"412","7"
9,47,"no",1,"no","yes","yes","male","no",16,"no",6.55108,"413","1"
10,38,"no",1,"no","yes","yes","male","no",16,"no",6.78672,"413","2"
11,48,"no",1,"no","yes","yes","male","no",16,"no",6.88038,"413","3"
12,48,"no",1,"no","yes","yes","male","no",16,"no",6.96885,"413","4"
13,48,"no",1,"no","yes","yes","male","no",16,"no",7.03703,"413","5"
14,48,"no",1,"no","yes","yes","male","no",16,"no",7.00125,"413","6"
15,49,"no",1,"no","yes","yes","male","no",16,"no",7.27932,"413","7"
37,47,"no",0,"no","yes","yes","male","yes",12,"yes",6.47697,"414","1"
38,47,"no",0,"no","yes","yes","male","yes",12,"yes",6.56526,"414","2"
39,47,"no",0,"no","yes","yes","male","yes",12,"yes",6.55108,"414","3"
40,52,"no",0,"no","yes","yes","male","yes",12,"yes",6.55108,"414","4"
41,47,"no",0,"no","yes","yes","male","yes",12,"yes",6.74524,"414","5"
42,47,"no",0,"no","yes","yes","male","yes",12,"yes",6.86171,"414","6"
43,47,"no",0,"no","yes","yes","male","yes",12,"yes",7.00307,"414","7"
21,32,"yes",1,"no","yes","yes","male","yes",9,"no",6.05912,"415","1"
22,47,"yes",1,"no","yes","yes","male","yes",9,"no",6.03548,"415","2"
23,50,"yes",1,"no","yes","yes","male","yes",9,"no",6.07993,"415","3"
24,48,"yes",1,"no","yes","yes","male","yes",9,"no",6.16121,"415","4"
25,48,"yes",1,"no","yes","yes","male","yes",9,"no",6.31897,"415","5"
26,41,"yes",1,"no","yes","yes","male","yes",9,"no",6.27099,"415","6"
27,45,"yes",1,"no","yes","yes","male","yes",9,"no",6.44413,"415","7"
31,46,"yes",1,"no","yes","yes","male","yes",11,"no",6.46459,"416","1"
32,43,"no",1,"no","yes","yes","male","yes",11,"no",6.53233,"416","2"
33,46,"no",1,"no","yes","yes","male","yes",11,"no",6.608,"416","3"
34,46,"no",1,"no","yes","yes","male","yes",11,"no",6.60394,"416","4"
35,46,"yes",1,"no","yes","yes","male","yes",11,"no",6.80239,"416","5"
36,46,"no",1,"no","yes","yes","male","yes",11,"no",6.90675,"416","6"
37,46,"no",1,"no","yes","yes","male","yes",11,"no",7.0184,"416","7"
5,47,"yes",0,"yes","no","yes","male","no",12,"no",5.61677,"417","1"
6,51,"yes",1,"yes","no","yes","male","no",12,"no",6.00141,"417","2"
7,38,"yes",1,"yes","no","yes","male","no",12,"no",6.12687,"417","3"
8,38,"yes",1,"yes","no","yes","male","no",12,"no",6.1203,"417","4"
9,45,"yes",1,"yes","no","yes","male","no",12,"no",6.23048,"417","5"
10,48,"yes",1,"yes","no","yes","male","no",12,"no",6.30079,"417","6"
11,43,"yes",1,"yes","no","yes","male","no",12,"no",6.36647,"417","7"
28,47,"yes",1,"no","yes","yes","male","yes",12,"no",6.49224,"418","1"
29,47,"yes",1,"no","yes","yes","male","yes",12,"no",6.62936,"418","2"
30,47,"yes",1,"no","yes","yes","male","yes",12,"no",6.66185,"418","3"
31,46,"yes",1,"no","yes","yes","male","yes",12,"no",6.65929,"418","4"
32,46,"yes",1,"no","yes","yes","male","yes",12,"no",6.75693,"418","5"
33,45,"yes",1,"no","yes","yes","male","yes",12,"no",6.82437,"418","6"
34,46,"yes",1,"no","yes","yes","male","yes",12,"no",6.90776,"418","7"
